0;1820294
1;1836677
2;1851884
3;1867054
4;1881918
5;1896999
6;1912217
7;1931380
8;1951757
9;1971779
10;1991801
11;11507
12;31568
13;51442
14;71480
15;91494
16;111462
17;131460
18;151486
19;171438
20;191464
21;212055
22;231476
23;251465
24;271487
25;291435
26;311514
27;331438
28;351471
29;371442
30;391582
31;411177
32;431443
33;451468
34;471023
35;491443
36;511438
37;531024
38;551452
39;571016
40;591438
41;611471
42;631039
43;651498
44;671434
45;691000
46;711441
47;731009
48;751522
49;771054
50;791480
51;811013
52;831439
53;851441
54;871476
55;891225
56;911026
57;931433
58;951524
59;971736
60;991008
61;1011001
62;1031547
63;1051388
64;1071448
65;1091464
66;1111046
67;1131425
68;1151435
69;1171062
70;1191455
71;1211517
72;1231473
73;1251813
74;1271738
75;1291379
76;1311470
77;1331792
78;1351004
79;1371508
80;1391457
81;1411808
82;1430979
83;1451370
84;1471452
85;1491789
86;1511338
87;1531294
88;1551792
89;1571744
90;1591796
91;1611393
92;1631486
93;1651312
94;1671752
95;1691460
96;1711344
97;1731463
98;1751759
99;1771141
100;1791764
101;1811382
102;1831318
103;1851472
104;1871445
105;1891829
106;1911279
107;1931203
108;1951767
109;1971318
110;1991437
111;11491
112;31033
113;51336
114;71468
115;91336
116;111475
117;131213
118;151318
119;171751
120;191088
121;211299
122;231814
123;251470
124;271398
125;291300
126;311752
127;331042
128;351006
129;371035
130;391339
131;411155
132;431379
133;451811
134;471322
135;491349
136;511782
137;531353
138;551337
139;571766
140;591277
141;611278
142;631025
143;651336
144;671005
145;691299
146;711012
147;731329
148;751470
149;771815
150;791783
151;811356
152;831349
153;851760
154;871363
155;891313
156;911381
157;931335
158;951305
159;971022
160;991275
161;1010985
162;1031757
163;1050936
164;1071301
165;1091798
166;1111764
167;1131636
168;1151308
169;1171337
170;1191328
171;1211327
172;1231292
173;1251327
174;1270988
175;1291333
176;1310962
177;1331773
178;1351026
179;1371836
180;1391337
181;1411299
182;1431330
183;1451291
184;1471810
185;1491304
186;1511358
187;1531317
188;1551778
189;1571287
190;1591327
191;1611048
192;1631780
193;1651041
194;1671318
195;1691137
196;1711297
197;1731371
198;1751418
199;1771344
200;1791316
201;1811345
202;1831299
203;1851356
204;1871055
205;1891295
206;1911462
207;1931110
208;1951072
209;1971707
210;1990693
211;11697
212;31074
213;51338
214;71326
215;91294
216;111371
217;131354
218;151342
219;171288
220;191383
221;211779
222;231325
223;251014
224;271768
225;291051
226;311301
227;331120
228;351105
229;371373
230;391331
231;411363
232;431376
233;451309
234;471337
235;491326
236;511074
237;531332
238;550978
239;571304
240;590866
241;611302
242;631476
243;651759
244;671014
245;691323
246;711368
247;731758
248;751675
249;771262
250;791344
251;811287
252;831282
253;851265
254;871520
255;890802
256;911336
257;930952
258;951297
259;971074
260;991782
261;1011022
262;1031288
263;1051306
264;1071304
265;1091304
266;1111337
267;1131491
268;1150985
269;1171007
270;1191100
271;1211055
272;1231109
273;1251020
274;1270988
275;1291018
276;1310983
277;1330989
278;1350974
279;1370963
280;1391019
281;1411047
282;1431016
283;1450993
284;1471026
285;1491454
286;1511176
287;1531028
288;1551036
289;1570976
290;1590996
291;1610961
292;1630977
293;1651022
294;1671029
295;1691018
296;1711020
297;1731010
298;1750977
299;1771056
300;1791158
301;1810987
302;1831150
303;1851076
304;1871047
305;1891000
306;1911002
307;1931008
308;1950975
309;1970991
310;1991011
311;10993
312;31014
313;50976
314;71008
315;91016
316;111008
317;131056
318;151150
319;170997
320;191065
321;211003
322;231073
323;250935
324;270967
325;291046
326;310950
327;330998
